ID_edukacije;naziv_edukacije;opis_edukacije;datum_odrzavanja;broj_mjesta;broj_posjetitelja;TIMOVI_ID_tima;MJESTA_ID_mjesta
8260;Edukacija: Focused explicit secured line;"Scene successful control thought building real. Medical full sort investment. Wide listen language.
Any thus close any help four. Hotel manager language finally bed month.";2026-05-31;44;0;98;407
8261;Edukacija: Balanced bottom-line capability;"Strategy plan training serve. Team hair science computer.
Phone cover democratic expect fish occur tonight special. Poor report well suddenly west.";2026-05-17;25;0;23;312
8262;Edukacija: Progressive value-added Graphic Interface;Whole lose expect trial character. Enjoy talk physical miss fire physical hot.;2026-06-09;18;0;172;347
8263;Edukacija: Inverse user-facing analyzer;"Run challenge yeah yard onto receive. Up memory people away mean hour there.
Woman friend total pattern wall. Not phone now necessary speech. Pm performance issue do.";2026-05-26;62;0;274;127
8264;Edukacija: Inverse even-keeled product;"Environment likely year. Go half require million forget environment. Citizen similar music yourself.
Method country face follow young staff. Old loss tend need few college nature.";2026-06-03;93;0;467;16
8265;Edukacija: User-centric upward-trending capacity;"Us approach how source nor write. Technology amount analysis artist accept tend upon find.
Election doctor thus him operation use. Ten above family.";2026-06-03;89;0;468;458
8266;Edukacija: Customizable optimizing info-mediaries;"Room lay until. Local newspaper picture she class into.
Popular side message return type clearly service. Sell when day play miss environment. Central road nature southern according fact.";2026-05-24;56;0;124;373
8267;Edukacija: Pre-emptive incremental standardization;Operation likely general speak our itself well. Safe base answer do. Doctor serious benefit mean oil sure.;2026-06-05;19;0;383;96
8268;Edukacija: Profound multimedia functionalities;"Try for miss yet church when apply hot. Defense yourself of usually real.
Guess language from maintain fear. No between remain.";2026-06-06;30;0;187;84
8269;Edukacija: Profound encompassing encoding;"Organization yeah bar difficult spring. Already fine nature later pay attorney.
Side hit since then spend hope. Each set do himself the north. Positive main way.";2026-06-04;61;0;142;301
8270;Edukacija: Cross-group neutral software;"Leave there among poor every. Her rate interview. Four appear myself success.
Out economy material music action. Drug shake indicate color worker our statement. Health standard effort talk.";2026-06-03;66;0;145;225
8271;Edukacija: Networked discrete installation;"Dog model arm job argue leader do. Minute hour son part ready forget.
Run although thing why seem former. Thought realize group size pretty financial.";2026-06-01;80;0;238;32
8272;Edukacija: Business-focused maximized product;"While begin computer decision close. Wide stay manager certainly Mr call.
Leave course cold tax born key have class. Instead avoid time figure however consumer public. Fact federal door.";2026-05-26;65;0;225;334
8273;Edukacija: Distributed directional contingency;"Child line series paper. Majority team though face simple of fire. Upon walk work child character man find.
Hear people note season drop according large. Call never son amount black share.";2026-05-27;90;0;343;196
8274;Edukacija: Re-engineered dedicated synergy;Option energy grow example goal. Citizen always happy however line. Experience then someone draw memory. Room name usually understand consider American.;2026-06-01;47;0;145;84
8275;Edukacija: Ameliorated empowering time-frame;"Again task where husband trouble hear. Man strong reveal manager little cold.
Doctor response few candidate. Agency radio minute throw myself. Treatment they owner drug trouble easy opportunity may.";2026-05-27;74;0;212;322
8276;Edukacija: Extended interactive capability;"Cover country fast capital close road. These discussion age attorney.
Interest man music.
Affect quite air could yet play. Wife old school finish require production. Less spend note TV rather miss.";2026-05-17;39;0;19;239
8277;Edukacija: Ergonomic secondary process improvement;"Likely than world ten fire task. Sort last movement condition source about.
Technology behind involve clearly expert. Computer hit design investment. Her staff successful produce.";2026-06-14;94;0;378;16
8278;Edukacija: Programmable bi-directional initiative;"Participant argue threat care speech feeling. Building campaign term our accept person lot.
Conference himself nor forget president fall tree. Tonight support girl see short tough avoid.";2026-06-03;68;0;269;41
8279;Edukacija: Extended uniform protocol;Foot guess road kind. Model wait add spend set PM executive. Set entire big effect.;2026-06-02;15;0;375;36
8280;Edukacija: Reactive zero administration focus group;"Head deal everybody this strategy team. Production weight lawyer near.
Understand tree bad official thing another. Close while pull full view each bring. Compare natural staff center.";2026-06-02;14;0;56;70
8281;Edukacija: Open-architected attitude-oriented contingency;"Take worker wrong black since sense detail. Name science head tax. Possible senior price thousand everyone assume instead majority.
Window others seem. Level middle since season unit two manager.";2026-05-18;47;0;430;497
8282;Edukacija: Virtual high-level policy;Project listen character to interest seem black election. All those over middle sister prove opportunity total. Identify able vote pull reveal.;2026-06-10;47;0;269;395
8283;Edukacija: De-engineered asymmetric Local Area Network;"Often such sing even. Others environment movie character side.
I today leader plan executive thus. Rate environment education among often relate glass. Green young wind sister he deep history father.";2026-05-20;11;0;191;201
8284;Edukacija: Business-focused solution-oriented time-frame;"Purpose form know executive stay term visit. Past hear voice whatever hair.
Trip analysis again past finally do. Production method stuff box perform after.";2026-05-21;87;0;328;153
8285;Edukacija: Fundamental neutral challenge;"Common address contain development list member at.
Other upon should investment imagine car. Draw easy kind test offer memory kitchen understand.";2026-06-05;26;0;54;58
8286;Edukacija: Proactive disintermediate website;Audience recognize defense whose own source election. Financial situation manager former song southern common his. Many many worry anyone. Any trip book free discussion right notice.;2026-06-03;75;0;247;158
8287;Edukacija: Phased didactic groupware;"Account low per seat culture. Herself fine run situation protect. Reflect rich able Republican wish treatment.
Line from present turn letter method leg. Young woman and follow kid left morning.";2026-06-04;85;0;335;11
8288;Edukacija: Persistent multi-state challenge;"Really teach drop science school. Crime body media relate news reflect trial.
Story save sing thought tree. Wall cup ground beat military record level. Author material central finally.";2026-05-27;13;0;144;132
8289;Edukacija: Cross-group exuding archive;Institution management everything today kind available everything seek. Describe group price sell community memory.;2026-05-24;84;0;36;424
8290;Edukacija: Decentralized analyzing leverage;Computer month receive strong. Choice agent like half key language general. Candidate budget use. Drive forget which him technology herself.;2026-05-26;16;0;337;497
8291;Edukacija: Synergized bottom-line info-mediaries;Country office discussion week add friend lot. Statement lawyer realize go investment. Nor leave cultural of life.;2026-06-06;17;0;225;87
8292;Edukacija: Pre-emptive mission-critical moratorium;Too attack mention ten whom short yes. Anyone relate require someone trade serve. Interesting join bank since garden.;2026-05-22;99;0;99;353
8293;Edukacija: Right-sized well-modulated frame;Until rather themselves tough with. Occur report body structure. Design environmental lose by as focus.;2026-06-02;19;0;375;431
8294;Edukacija: Multi-tiered human-resource analyzer;"Ability media rich difference consumer project question.
Difficult seat police fire. Hot card role shake. Company several us idea sister themselves strong.";2026-05-21;47;0;470;292
